id,label,model list,text 
1995207,Electrical,['TOYOTA TACOMA 1995'],"the batteries on these vehicles may have a defect in the weld inside the positive or negative posts. as a result the connection inside the weld may separate, resulting in a no-start condition or, in an extreme case, the battery may explode.  correction: vehicles will be inspected and batteries replaced if required."
1996073,Suspension,['TOYOTA CAMRY 1996'],"note: camry plus models equipped with extra value package installed at port of entry.  the wheel lug nut seating surfaces may be improperly machined. as a result, the wheel nut torque may not remain consistent over time.  correction: wheel lug nuts and wheels will be replaced on affected vehicles."
1996110,Suspension,"['TOYOTA TACOMA 1995', 'TOYOTA TACOMA 1996']",note: two wheel drive vehicles only.  the front suspension support on these vehicles may crack and fail under   severe driving and braking conditions. this could result in the loss of  vehicle control and a crash without prior warning.  correction: suspension supports will be strengthened on affected vehicles.
2011251,Lights And Instruments,"['FORD EXCURSION 2002', 'FORD F250 SUPER DUTY 2005', 'FORD F350 SUPER DUTY 2004', 'FORD F350 SUPER DUTY 2005', 'FORD F350 SUPER DUTY 2006', 'FORD F350 SUPER DUTY 2007', 'FORD RANGER 2007', 'FORD RANGER 2008', 'FORD RANGER 2009', 'FORD RANGER 2010', 'FORD RANGER 2011']","on certain 2011 ranger vehicles, the multi-function switch, installed during vehicle assembly, could malfunction and fail.  additionally, other vehicle models may have received the affected switch as a replacement part during service, and are therefore also involved in this campaign.  failure of the multi-function switch could result in a loss of turn signal, tail lamp, hazard warning signal flasher and/or stop lamp function.  failure of these lighting components to illuminate may result in the following road users being unaware of the driver's intentions, as well as reducing vehicle conspicuity during hours of darkness, which could increase the risk of a crash causing property damage and/or personal injury.  correction: dealers will inspect and, if necessary, replace the multi-function switch."
2011252,Fuel Supply,['FORD FIVE HUNDRED 2007'],"on certain vehicles, the fuel filler neck may not have been welded correctly to the fuel tank during the manufacturing process.  as a result, the weld may not provide the expected strength and, in the event of a crash, could result in a fuel leak.  fuel leakage, in the presence of an ignition source, could result in a fire causing property damage and/or personal injury.  correction: dealers will replace the fuel tank."
2011281,Fuel Supply,"['FORD F150 1997', 'FORD F150 1998', 'FORD F150 1999', 'FORD F150 2000', 'FORD F150 2001', 'FORD F150 2002', 'FORD F150 2003', 'FORD F150 2004', 'FORD F250 1997', 'FORD F250 1998', 'FORD F250 1999', 'LINCOLN BLACKWOOD 2002', 'LINCOLN BLACKWOOD 2003']","on certain 1997-2003 f-150, 2004 f-150 heritage, 1997-1999 f-250, and 2002-2003 lincoln blackwood vehicles that were originally sold in or are currently operated in areas of heavy road salt usage during winter months (ontario, quebec, new brunswick, nova scotia, prince edward island, and newfoundland & labrador), the fuel tank straps could corrode and fail.  this could allow the fuel tank to contact the ground, which may compromise the tank's integrity and permit fuel leakage.  fuel leakage, in the presence of an ignition source, could result in a fire causing property damage and/or personal injury.  correction:  dealers will install fuel tank straps with improved corrosion protection."
2011415,Other,"['FORD E150 2011', 'FORD E250 2011', 'FORD E350 2011', 'FORD E350 CUTAWAY CHASSIS CAB 2011', 'FORD E450 CUTAWAY CHASSIS CAB 2011']","on certain vehicles, the windshield may have been incorrectly manufactured and could contain air particles trapped between the glass layers.  as a result, the windshield may develop air bubbles when exposed to high temperatures, such as when the vehicle is parked in the sun with the windows closed, in ambient temperatures greater than 26ºc.  air bubbles will develop gradually over time.  if the windshield is not replaced when the bubbles first appear, they may interfere with the ability of the driver to see the road and its users, which could result in a crash causing property damage and/or personal injury.  correction: should air bubbles develop in the windshield, ford will replace the windshield free of charge up to 12 months or 20,000 km from first vehicle registration"
2011424,Wheels,"['FORD FUSION 2010', 'FORD FUSION 2011']","on certain vehicles, the 17 inch steel wheels, whether factory installed or sold as accessory replacement parts, may experience a reduction in wheel stud clamp load.  this can cause wheel stud failure, which could result in wheel separation.  a wheel separating from the vehicle could cause a loss of control and a crash.  in addition, the errant wheel assembly could strike a vehicle, a stationary object, or a bystander.  these issues could result in property damage and/or personal injury.  correction: dealers will replace the lug nuts on all four wheels.  they will also inspect the rear brake rotors and replace them as necessary."
2011426,Powertrain,"['FORD F150 2011', 'FORD F250 SUPER DUTY 2012', 'FORD F350 SUPER DUTY 2012', 'FORD F450 SUPER DUTY 2012', 'FORD F550 SUPER DUTY 2012']","certain vehicles fail to comply with the requirements of canada motor vehicle safety standard 102 - transmission control functions.  the brake transmission shift interlock (btsi) switch may have been incorrectly manufactured and could fail.  this would allow the transmission gear shift lever to be moved out of the park position without depressing the brake pedal.  depending which gear the driver selects, the vehicle could begin to move forward or backward immediately.  this movement could result in property damage, or cause the vehicle to strike a bystander, potentially resulting in personal injury.  correction: dealers will inspect and, if necessary, replace the btsi switch."
2012002,Steering,['FORD F650 2011'],"on certain trucks, the fastener which secures the steering drag link arm to the knuckle may not have received adequate tightening torque during vehicle assembly.  this could allow the drag link arm to disconnect, which could result in a loss of steering capability.  a loss of steering control could result in a crash causing property damage and/or personal injury.  correction: dealers will tighten the drag link arm fastener to specifications."
